,address,eth_balance_usd,usdc_balance_usd,usdt_balance_usd,wbtc_balance_usd,weth_balance_usd,dai_balance_usd,shib_balance_usd,pepe_balance_usd,user_received_eth,user_sent_eth,max_received_eth,max_sent_eth,user_net_flow_eth_log_abs_norm,eth_balance_usd_norm,usdc_balance_usd_norm,usdt_balance_usd_norm,wbtc_balance_usd_norm,weth_balance_usd_norm,dai_balance_usd_norm,shib_balance_usd_norm,pepe_balance_usd_norm,user_received_eth_norm,user_sent_eth_norm,max_received_eth_norm,max_sent_eth_norm,whale_score,n_chains_with_asset,total_assets_usd,usdc_balance_ratio,usdt_balance_ratio,weth_balance_ratio,wbtc_balance_ratio,eth_balance_ratio,dai_balance_ratio,stable_token_ratio,meme_token_ratio,erc20_token_ratio,native_token_ratio,n_chains_with_activity,wbtc_positive_inflow_months,weth_positive_inflow_months,total_protocol_count,total_protocol_type,total_methods,total_tx_count,method_diversity,avg_tx_usd_value_inflow,avg_tx_usd_value_outflow,total_tx_usd_value_inflow,total_tx_usd_value_outflow,active_days,active_days_ratio,tx_avg_burst,bridge_ratio,dex_ratio,lending_ratio,stablecoin_ratio,unknown_ratio,bridge_focus,dex_focus,lending_focus,stablecoin_focus,most_used_bridge,most_used_dex,most_used_lending,most_used_stablecoin,most_active_weekday,most_active_1h_interval,most_active_4h_interval,most_active_chain,n_chains_used,chain_focus,chain_entropy,chain_1_ratio,chain_8453_ratio,chain_42161_ratio,first_timestamp_dt,last_timestamp_dt,lifetime_days,txs_per_day,txs_per_week,txs_per_month,total_protocol_count_norm,total_protocol_type_norm,total_methods_norm,total_tx_count_norm,txs_per_week_norm,active_score
23,0x6e5e1be8064a8b3594b4ad70f6209f856ff14c77,39.7402,0.0,12470.5598,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,12510.300000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,5,4,1,38,0.85,96.53,0.0,96.53,0.0,8,0.01,4.75,0.13,0.0,0.34,0.26,0.26,1.0,0.0,0.64,1.0,STARGATE_V2_BRIDGE_USDT_1,unknown,AAVE_V3_POOL_1,USDT_1,Monday,12,16,1,1,1.0,0.0,1.0,0.0,0.0,2025-05-21 17:09:47,2025-07-15 13:05:35,55,0.69,4.84,20.73,0.27,0.22,0.0,0.48,0.37,39.1
24,0x74f714877f2db1028c43642d0b8b7cbfa7650ab8,72.2996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,74.58,1.5,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,72.2996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,1,13,10,3,252,0.83,900.55,1161.18,28400.6,282733.31,64,0.09,3.94,0.0,0.0,0.28,0.13,0.55,1.0,1.0,0.52,0.59,ACROSS_BRIDGE_1,UNISWAP_V4_ROUTER_1,COMPOUND_V3_USDT_1,USDT_1,Wednesday,19,4,1,3,0.36,0.97,0.4,0.21,0.4,2024-04-10 20:22:51,2025-07-24 05:58:38,470,0.54,3.75,16.09,0.83,1.0,1.0,0.96,0.33,62.5
25,0x780f32fe419d276786a7ffe1fbb0d0cdb1865ccc,6688.613299999999,0.002,4.8031,20201.6423,0.0,0.0,0.0,0.0,57.1,173.94,56.0,56.0,0.4,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,15.25,2,26895.0607,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.25,2,7,0,12,10,3,175,0.91,36075.68,4277.18,216454.11,659365.77,35,0.05,5.0,0.02,0.01,0.22,0.26,0.46,1.0,1.0,0.52,0.53,STARGATE_V2_BRIDGE_USDC_1,KYBERSWAP_V2_1,COMPOUND_V3_USDT_1,USDC_1,Monday,16,16,1,3,0.42,0.89,0.57,0.23,0.19,2024-04-08 17:06:15,2025-07-22 02:41:59,470,0.37,2.61,11.17,0.78,1.0,1.0,0.86,0.27,59.6
26,0x7988435dee17431315b0c323d7fcc34642f1778d,314.2775,0.8331000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.12,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,315.1106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,4,4,1,25,0.83,452.92,4.9,452.92,117.51,11,0.02,2.27,0.12,0.0,0.4,0.32,0.16,1.0,0.0,1.0,1.0,ACROSS_BRIDGE_1,unknown,COMPOUND_V3_USDC_1,USDC_1,Thursday,11,8,1,1,1.0,0.0,1.0,0.0,0.0,2025-06-12 12:39:35,2025-07-23 12:59:59,42,0.6,4.17,17.86,0.15,0.22,0.0,0.37,0.35,35.1
27,0x7f91d4efa03238a13c6d71ee178551ae215faf9a,70.00750000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,49.71,30.0,30.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2.85,0,70.00750000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,6,5,2,111,0.82,4888.1,1083.27,126999.82,188436.03,23,0.03,4.83,0.0,0.0,0.17,0.11,0.71,0.0,0.0,1.0,0.57,unknown,unknown,AAVE_V3_POOL_1,USDC_1,Saturday,13,12,1,2,0.82,0.47,0.9,0.1,0.0,2024-05-02 20:06:45,2025-07-24 01:33:47,448,0.25,1.73,7.43,0.37,0.4,0.58,0.75,0.2,43.7
28,0x8f95c82cc6e172b81fe2f0f973c5d22d6739a2ce,461.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,29.29,3.04,3.9,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,461.926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,2,9,8,3,115,0.94,4569.39,838.57,44842.13,111024.63,28,0.04,4.11,0.0,0.0,0.07,0.12,0.8,0.0,0.0,0.65,0.66,unknown,unknown,AAVE_V3_POOL_8453,USDC_1,Tuesday,15,4,8453,3,0.43,0.83,0.44,0.48,0.08,2024-06-27 09:30:47,2025-07-22 10:20:47,391,0.29,2.06,8.82,0.61,0.8,1.0,0.76,0.23,53.5
29,0x905f4acea5f1b6ae4ca4cb39c9f1193d821d7980,226.5609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,12.78,3.63,3.62,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0,226.5609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,4,3,1,21,0.92,6082.42,2849.59,24329.67,48443.03,6,0.01,3.5,0.0,0.0,0.04,0.28,0.66,0.0,0.0,1.0,0.72,unknown,unknown,COMPOUND_V3_USDC_1,USDC_1,Friday,19,16,1,1,1.0,0.0,1.0,0.0,0.0,2025-03-29 11:55:59,2025-07-21 10:04:23,114,0.18,1.29,5.53,0.15,0.0,0.0,0.33,0.17,30.1
30,0x9369b20638c85932f358c687ff6dd97a9d4d6312,0.4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4,0,3,3,1,44,0.84,0.0,23.27,0.0,1024.06,14,0.02,3.14,0.0,0.0,0.38,0.27,0.34,0.0,0.0,1.0,1.0,unknown,unknown,COMPOUND_V3_USDT_1,USDT_1,Wednesday,11,4,1,1,1.0,0.0,1.0,0.0,0.0,2024-08-12 11:53:11,2025-07-14 05:11:47,336,0.13,0.92,3.93,0.0,0.0,0.0,0.51,0.13,30.0
31,0x94e9b0ef57cd5c0e66d363786819fdd3e7cbfc4f,645.2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,229.67,2.0,27.0,0.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,5.35,0,645.2173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5,2,7,5,1,100,0.49,3790.8,8975.75,11372.39,870647.98,35,0.05,2.86,0.02,0.09,0.04,0.05,0.8,1.0,1.0,0.62,0.68,ACROSS_BRIDGE_1,UNISWAP_V4_ROUTER_1,COMPOUND_V3_USDC_1,USDC_1,Monday,8,0,1,1,1.0,0.0,1.0,0.0,0.0,2024-12-28 06:39:47,2025-07-21 09:00:11,206,0.49,3.4,14.56,0.46,0.4,0.0,0.72,0.31,40.0
32,0x9ae6254d539264ddad77e88144041a1e0759a951,366.9919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,366.9919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,3,3,1,11,0.82,379.08,0.0,379.08,0.0,3,0.0,3.67,0.0,0.0,0.63,0.27,0.09,0.0,0.0,1.0,1.0,unknown,unknown,COMPOUND_V3_USDC_1,USDC_1,Thursday,7,4,1,1,1.0,0.0,1.0,0.0,0.0,2025-07-17 12:06:23,2025-07-23 08:00:23,6,1.83,11.0,11.0,0.0,0.0,0.0,0.18,0.53,30.6
33,0x9b3f406e1930299404fe45f0b6afd7640b81564b,23.9097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.9097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,3,3,1,9,0.91,26.99,7.72,26.99,61.8,3,0.0,3.0,0.0,0.0,0.22,0.11,0.66,0.0,0.0,1.0,1.0,unknown,unknown,COMPOUND_V3_USDC_1,USDC_1,Sunday,19,16,1,1,1.0,0.0,1.0,0.0,0.0,2025-07-20 15:24:35,2025-07-22 01:29:47,2,4.5,9.0,9.0,0.0,0.0,0.0,0.13,0.49,30.6
34,0x9c54a0cba7aeb5d84020b02bdc8c3ae5ff65dd8e,3255.5776,0.0,0.0,0.0,0.6746,0.0,0.0,0.0,0.8,21.19,0.4,3.5,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1,3256.2522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0,5,14,9,3,300,0.92,193.33,282.86,3021.89,80347.68,97,0.13,3.09,0.0,0.0,0.01,0.14,0.83,0.5,1.0,1.0,0.78,ACROSS_BRIDGE_1,UNISWAP_V4_ROUTER_1,COMPOUND_V3_USDT_1,USDC_1,Tuesday,20,20,1,3,0.33,1.0,0.33,0.33,0.33,2024-07-08 20:03:08,2025-07-23 19:09:59,380,0.79,5.53,23.68,0.88,0.91,1.0,1.0,0.4,66.9
35,0x9dc4aead7c21c65e54a1088f0d8818edc35217b6,29.8164,3.5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.3541,0.11,0.0,0.0,0.0,0.89,0.0,0.11,0.0,0.0,0.89,1,0,0,6,4,1,9,0.93,0.0,0.0,0.0,0.0,2,0.0,4.5,0.0,0.11,0.33,0.44,0.11,0.0,1.0,0.56,0.62,unknown,UNISWAP_V4_ROUTER_1,AAVE_V3_POOL_1,USDC_1,Sunday,18,16,1,1,1.0,0.0,1.0,0.0,0.0,2023-06-06 19:15:11,2025-07-20 19:03:59,775,0.01,0.08,0.35,0.37,0.22,0.0,0.13,0.0,27.1
36,0x9fcb434a00484b07f7059ff64365a1e81b36bfe0,130.1868,0.0,20681.7123,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.05,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,20811.8991,0.0,0.99,0.0,0.0,0.01,0.0,0.99,0.0,0.0,0.01,1,3,0,5,4,1,82,0.67,92.47,0.39,277.42,30.48,22,0.03,3.73,0.0,0.02,0.56,0.07,0.34,0.0,1.0,1.0,0.56,unknown,UNISWAP_V4_ROUTER_1,AAVE_V3_POOL_1,USDT_1,Tuesday,1,0,1,1,1.0,0.0,1.0,0.0,0.0,2024-12-10 20:45:11,2025-07-24 03:26:59,226,0.36,2.54,10.88,0.27,0.22,0.0,0.67,0.26,37.5
37,0xa62315902faadc69f898cc8b85f86ffd1f6aaed8,671.2475000000001,2496.7628,0.7581,0.0,286.1967,356.4484,0.0,0.0,365.75,2456.37,242.7,500.0,0.69,0.01,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.02,0.08,0.08,0.03,28.25,1,3811.4134999999997,0.66,0.0,0.08,0.0,0.18,0.09,0.75,0.0,0.08,0.18,1,13,1,15,8,3,205,0.89,231080.24,73570.38,1386481.44,9311582.08,36,0.05,5.69,0.02,0.0,0.25,0.06,0.64,0.5,0.0,0.46,0.56,STARGATE_V2_BRIDGE_USDC_1,unknown,AAVE_V3_POOL_1,USDC_1,Wednesday,2,8,1,3,0.48,0.72,0.49,0.02,0.49,2023-10-26 00:54:24,2025-07-23 21:00:35,637,0.32,2.25,9.65,0.92,0.8,1.0,0.9,0.24,58.8
38,0xaf855f1d3c0a9df040bbc4ec87bf79280437277f,1628.4337,230.04930000000002,0.0,0.0,0.0,0.0,0.0,0.0,6.47,9.95,2.16,1.77,0.1,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1,1858.4830000000002,0.12,0.0,0.0,0.0,0.88,0.0,0.12,0.0,0.0,0.88,1,0,0,9,8,3,175,0.9,3153.4,215.01,24534.3,37687.95,43,0.06,4.07,0.0,0.0,0.12,0.16,0.72,0.0,0.0,0.46,1.0,unknown,unknown,COMPOUND_V3_ETH_1,USDC_1,Wednesday,5,4,42161,3,0.42,0.88,0.26,0.17,0.57,2024-02-24 23:23:11,2025-07-23 07:29:35,515,0.34,2.38,10.19,0.61,0.8,1.0,0.86,0.25,55.5
39,0xb7a59f88067d9d3bbeefdcc8649de63128af5463,2572.935,0.0915,0.0,0.0,0.2366,0.0,0.0,0.0,0.4,9.74,0.26,1.35,0.19,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1,2573.2631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,2,0,10,7,3,205,0.85,258.35,161.51,1501.13,36932.89,55,0.08,3.73,0.0,0.0,0.14,0.05,0.8,0.0,0.0,0.5,0.6,unknown,unknown,COMPOUND_V3_USDT_42161,USDC_1,Wednesday,11,8,1,3,0.48,0.72,0.49,0.02,0.49,2024-07-16 19:41:47,2025-07-20 16:49:35,369,0.56,3.89,16.67,0.67,0.69,1.0,0.9,0.33,56.8
40,0xc03957d3e08e7fc43b447cbbe5dec75c07404739,1020.6983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.27,1203.83,352.04,352.02,0.57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.12,0.02,6.9,0,1020.6983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,0,8,8,3,162,0.74,195740.23,20655.53,1903998.63,4563454.25,40,0.05,4.05,0.0,0.0,0.22,0.18,0.58,1.0,0.0,1.0,1.0,ARBITRUM_BRIDGE_1,unknown,AAVE_V3_POOL_1,USDC_1,Friday,14,0,1,3,0.5,0.65,0.57,0.43,0.01,2024-12-08 01:51:23,2025-07-24 03:53:23,229,0.71,4.95,21.22,0.54,0.8,1.0,0.84,0.38,53.6
41,0xcb4a7b790edb7fa3e2731efd7ed85275f92fc74a,215.54039999999998,3.17,0.0,6906.430799999999,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1,7125.141199999999,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.97,0.03,1,2,0,9,6,2,105,0.82,56.86,0.48,113.73,3.79,8,0.01,13.12,0.0,0.06,0.13,0.04,0.75,0.0,1.0,0.36,0.68,unknown,BALANCER_V2_VAULT_1,COMPOUND_V3_USDC_1,USDC_1,Tuesday,5,4,1,2,0.91,0.28,0.95,0.0,0.05,2024-12-13 23:16:04,2025-07-24 03:35:47,223,0.47,3.3,14.13,0.61,0.55,0.58,0.73,0.3,48.8
42,0xcbe491fd096d9273be1432d8ed8d284d1fc679cb,376.5104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,376.5104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,3,3,1,5,0.95,379.08,0.0,379.08,0.0,1,0.0,5.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,1.0,1.0,unknown,unknown,COMPOUND_V3_USDC_1,USDC_1,Tuesday,10,8,1,1,1.0,0.0,1.0,0.0,0.0,2025-07-22 10:26:23,2025-07-22 11:11:59,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.38,26.6
43,0xd22d32a43758186b97cb77dca21d8dfb6515d197,4405.6433,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.1,31031.0,0.1,15550.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.7,1,4405.6732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,0,7,7,2,28,0.98,189.54,3267555.68,379.08,117632004.49,5,0.01,5.6,0.0,0.07,0.21,0.17,0.53,0.0,1.0,0.5,0.52,unknown,UNISWAP_V4_ROUTER_1,COMPOUND_V3_USDT_1,USDT_1,Sunday,17,16,1,2,0.54,0.94,0.64,0.36,0.0,2023-05-02 12:51:11,2025-07-23 03:23:47,813,0.03,0.24,1.03,0.46,0.69,0.58,0.4,0.03,39.9
44,0xe0c84b6080b8f344226e3694e6d2c4b56fa6046d,18570.6377,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,5.0,0.1,1.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1,18580.6377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,4,3,1,5,0.33,18953.95,94.77,18953.95,379.08,2,0.0,2.5,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.5,1.0,unknown,unknown,COMPOUND_V3_ETH_1,USDT_1,Tuesday,19,16,1,1,1.0,0.0,1.0,0.0,0.0,2025-07-20 21:00:23,2025-07-22 19:56:11,2,2.5,5.0,5.0,0.15,0.0,0.0,0.0,0.38,15.7
45,0xe3fbd803865f2dad742786fbaac4a32d7ef9f3f5,178.7936,68.7448,0.0,3067.3019,130.7973,0.0,0.0,0.0,0.0,2.64,0.0,1.96,0.12,0.0,0.03,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1,3445.6376,0.02,0.0,0.04,0.89,0.05,0.0,0.02,0.0,0.93,0.05,3,5,6,7,7,3,257,0.9,6.45,33.32,19.34,9993.05,22,0.03,11.68,0.0,0.0,0.06,0.04,0.88,0.0,0.0,1.0,0.51,unknown,unknown,AAVE_V3_POOL_1,USDT_1,Thursday,5,4,1,3,0.35,0.97,0.39,0.39,0.22,2025-06-11 07:15:40,2025-07-24 06:32:23,43,5.98,41.84,179.3,0.46,0.69,1.0,0.96,0.81,65.5
46,0xe5495fda49c334f69298e161760d0818f7245bb7,719.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,93.9,0.02,39.5,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,719.312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,1,8,6,2,168,0.86,20.11,2738.11,120.67,355961.24,43,0.06,3.91,0.0,0.0,0.23,0.42,0.33,0.0,0.0,0.5,0.87,unknown,unknown,COMPOUND_V3_USDT_1,USDC_1,Thursday,20,20,42161,2,0.52,0.97,0.4,0.0,0.6,2024-12-23 19:17:11,2025-07-23 14:31:23,212,0.79,5.55,23.77,0.54,0.55,0.58,0.85,0.4,54.3
47,0xe692840875b84bffc7402bd199d615d7af57e1cd,18.836,0.8887,1.4659,0.0,0.0,0.6204,0.0,0.0,0.87,10.11,0.25,0.99,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0,21.811,0.04,0.07,0.0,0.0,0.86,0.03,0.14,0.0,0.0,0.86,2,1,0,10,7,2,200,0.62,454.78,198.84,3296.05,38314.67,61,0.08,3.28,0.0,0.0,0.35,0.14,0.5,0.0,1.0,0.82,0.87,unknown,1INCH_V5_1,COMPOUND_V3_USDC_1,USDC_1,Monday,17,16,1,2,0.5,1.0,0.5,0.5,0.0,2024-11-03 01:26:11,2025-07-22 15:16:33,262,0.76,5.34,22.9,0.67,0.69,0.58,0.9,0.39,53.4
48,0xeba958e17e20bcc638edf37e44fcddf5474ac9bf,1459.7952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,1459.7952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0,3,3,1,78,0.8,1056.7,0.0,2113.39,0.0,14,0.02,5.57,0.0,0.0,0.65,0.01,0.33,0.0,0.0,1.0,1.0,unknown,unknown,AAVE_V3_POOL_1,USDT_1,Thursday,8,8,1,1,1.0,0.0,1.0,0.0,0.0,2025-05-05 08:11:23,2025-07-24 02:17:11,80,0.97,6.83,29.25,0.0,0.0,0.0,0.66,0.44,38.4
49,0xf18f2a941a6a4aa51e3baa97e223758a6cde5665,51.3485,0.0,0.4116,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.7601,0.0,0.01,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,1,1,0,9,7,2,39,0.86,30.94,0.66,110.13,37.91,12,0.02,3.25,0.02,0.0,0.35,0.15,0.46,1.0,0.0,0.38,0.5,POLYGON_POS_BRIDGE_1,unknown,COMPOUND_V3_USDT_1,USDT_1,Wednesday,11,8,1,2,0.71,0.68,0.82,0.18,0.0,2024-07-02 02:12:35,2025-07-23 11:29:59,387,0.1,0.71,3.02,0.61,0.69,0.58,0.48,0.1,42.2
